"","ANALIZANDO MI ALIMENTACIÓN","","","","","","",""
"","","","","","","","",""
"Nombre:","","","","sexo:","0","","",""
"edad:","0","altura (en m):","","0","peso(en kg):","0","",""
"IMC (ÍNDICE DE MASA CORPORAL) = peso (en Kg)/ (estatura x estatura)(en m)","","","","","","","",""
"IMC = ","#DIV/0!","IMC < 18,5 = bajo peso","","","IMC entre 18,5 y 24,9 = peso adecuado","","",""
"","IMC entre 25,0 y 29,9= sobrepeso","","","","IMC > 30 = obesidad en diverso grado","","",""
"NECESIDADES DE ENERGÍA DIARIA(pinchar en el enlace y poner resultado)","","","","","","0","",""
"","","","","","","","",""
"COMIDAS DIARIAS","","Crudo neto","Energía por 100 gr","Energía","Nutrientes orgánicos","","",""
"alimentos","","gr","kcal","kcal","Proteínas gr","Lípidos gr","Glúcidos gr",""
"DESAYUNO","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","TOTAL DESAYUNO","","","0","0","0","0",""
"ALMUERZO","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","TOTAL ALMUERZO","","","0","0","0","0",""
"COMIDA","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","TOTAL COMIDA","","","0","0","0","0",""
"MERIENDA","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","TOTAL MERIENDA","","","0","0","0","0",""
"CENA","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","","","","0","","","",""
"","TOTAL CENA","","","0","0","0","0",""
"TOTAL DIETA","","","","0","0","0","0",""
"Proporcionalidad adecuada de los alimentos(Pr  15%.Gr 20%.HC 65%)","","","","0","0","0.0","0",""
"CORRECCIÓN","","","","0","0","0.0","0",""
